Core_ID,Site_ID,Location_ID,Country,Sample_ID,Date,Laboratory,Contact_name,Contact_email,Paper_code,Latitude,Longitude,Veg_spec_common,Veg_species_sci,Veg_typ,AGB,THg_inst,THg,THg_err,Notes,Collector,Component,Range Flag,Outlier Flag
Alaska_DHT_69.447972_-148.611725,DHT,Alaska,USA,5,8/2/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.447972,-148.611725,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,17.17,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,17.86,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,15.53,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,13.61,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Peat Moss,Sphagnum,Graminoid tundra,-999,Nippon MA-2000,37.14,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Peat Moss,Sphagnum,Graminoid tundra,-999,Nippon MA-2000,35.55,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Peat Moss,Sphagnum,Graminoid tundra,-999,Nippon MA-2000,46.09,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,6.92,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,7.77,-999,NA,CO,NA,0,1
Alaska_DHT_69.652111_-148.708056,DHT,Alaska,USA,6,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.652111,-148.708056,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,7.63,-999,NA,CO,NA,0,1
Alaska_DHT_69.984083_-148.691944,DHT,Alaska,USA,7,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.984083,-148.691944,Bulk Vegetation,NA,Wetland tundra,-999,Nippon MA-2000,9.3,-999,NA,CO,NA,0,1
Alaska_DHT_69.984083_-148.691944,DHT,Alaska,USA,7,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.984083,-148.691944,Bulk Vegetation,NA,Wetland tundra,-999,Nippon MA-2000,12.74,-999,NA,CO,NA,0,1
Alaska_DHT_69.984083_-148.691944,DHT,Alaska,USA,7,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.984083,-148.691944,Bulk Vegetation,NA,Wetland tundra,-999,Nippon MA-2000,8.11,-999,NA,CO,NA,0,1
Alaska_DHT_69.984083_-148.691944,DHT,Alaska,USA,7,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.984083,-148.691944,Tussock Grass,Carex aquatic ,Wetland tundra,-999,Nippon MA-2000,15.35,-999,NA,CO,NA,0,1
Alaska_DHT_69.984083_-148.691944,DHT,Alaska,USA,7,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.984083,-148.691944,Tussock Grass,Carex aquatic ,Wetland tundra,-999,Nippon MA-2000,11.13,-999,NA,CO,NA,0,1
Alaska_DHT_69.984083_-148.691944,DHT,Alaska,USA,7,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.984083,-148.691944,Tussock Grass,Carex aquatic ,Wetland tundra,-999,Nippon MA-2000,12.25,-999,NA,CO,NA,0,1
Alaska_DHT_68.633333_-149.6,DHT,Alaska,USA,Obrist_hut,6/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Brown Lichen,Masonhalea richardsonnii ,Graminoid tundra,-999,Nippon MA-2000,33.47,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Brown Lichen,Masonhalea richardsonnii ,Graminoid tundra,0.000029,Nippon MA-2000,43.28,-999,AGB is mercury mass contained in aboveground tundra vegetation,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Brown Lichen,Masonhalea richardsonnii ,Graminoid tundra,0.000029,Nippon MA-2000,42.43,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Brown Lichen,Masonhalea richardsonnii ,Graminoid tundra,0.000029,Nippon MA-2000,41.29,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Brown Lichen,Masonhalea richardsonnii ,Graminoid tundra,0.000029,Nippon MA-2000,45.09,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/14/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Bulk Vegetation,NA,Graminoid tundra,0.000029,Nippon MA-2000,137.64,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/14/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Bulk Vegetation,NA,Graminoid tundra,0.000029,Nippon MA-2000,133.21,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/14/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Bulk Vegetation,NA,Graminoid tundra,0.000029,Nippon MA-2000,116.52,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/14/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Bulk Vegetation,NA,Graminoid tundra,0.000029,Nippon MA-2000,61.58,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Bulk Vegetation,NA,Graminoid tundra,0.000029,Nippon MA-2000,94.14,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Bulk Vegetation,NA,Graminoid tundra,0.000029,Nippon MA-2000,29.05,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Bulk Vegetation,NA,Graminoid tundra,0.000029,Nippon MA-2000,45.87,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Bulk Vegetation,NA,Graminoid tundra,0.000029,Nippon MA-2000,40.65,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,6/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Dwarf Birch Leaves,Betula Nana Leaves,Graminoid tundra,0.000029,Nippon MA-2000,2.16,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Dwarf Birch Leaves,Betula Nana Leaves,Graminoid tundra,0.000029,Nippon MA-2000,13.45,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Dwarf Birch Leaves,Betula Nana Leaves,Graminoid tundra,0.000029,Nippon MA-2000,11.28,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Dwarf Birch Leaves,Betula Nana Leaves,Graminoid tundra,0.000029,Nippon MA-2000,12.87,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Dwarf Birch Leaves,Betula Nana Leaves,Graminoid tundra,0.000029,Nippon MA-2000,12.91,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,6/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Feather Moss,Hylocomium splendens ,Graminoid tundra,0.000029,Nippon MA-2000,38.19,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Feather Moss,Hylocomium splendens ,Graminoid tundra,0.000029,Nippon MA-2000,72.64,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Feather Moss,Hylocomium splendens ,Graminoid tundra,0.000029,Nippon MA-2000,70.71,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Feather Moss,Hylocomium splendens ,Graminoid tundra,0.000029,Nippon MA-2000,52.9,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Feather Moss,Hylocomium splendens ,Graminoid tundra,0.000029,Nippon MA-2000,56.94,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Peat Moss,Sphagnum,Graminoid tundra,0.000029,Nippon MA-2000,18.87,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Peat Moss,Sphagnum,Graminoid tundra,0.000029,Nippon MA-2000,18.63,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Tussock Grass,Carex aquatic,Graminoid tundra,0.000029,Nippon MA-2000,12.28,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Tussock Grass,Carex aquatic,Graminoid tundra,0.000029,Nippon MA-2000,12.09,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Tussock Grass,Carex aquatic,Graminoid tundra,0.000029,Nippon MA-2000,14.58,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,Tussock Grass,Carex aquatic,Graminoid tundra,0.000029,Nippon MA-2000,10.63,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,6/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,White Lichen,Cetraria islandica ,Graminoid tundra,0.000029,Nippon MA-2000,30.25,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,White Lichen,Cetraria islandica ,Graminoid tundra,0.000029,Nippon MA-2000,51.2,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,White Lichen,Cetraria islandica ,Graminoid tundra,0.000029,Nippon MA-2000,33.37,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,White Lichen,Cetraria islandica ,Graminoid tundra,0.000029,Nippon MA-2000,33.04,-999,NA,CO,NA,0,1
Alaska_Toolik_68.633333_-149.6,Toolik,Alaska,USA,Obrist_hut,8/15/2018,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.633333,-149.6,White Lichen,Cetraria islandica ,Graminoid tundra,0.000029,Nippon MA-2000,38.68,-999,NA,CO,NA,0,1
"Southern slope of the Central Himalayas, Nepal__28.21_85.58",NA,"Southern slope of the Central Himalayas, Nepal",Nepal,587,2012,NA,NA,NA,Pokhrel_et_al._2016,28.21,85.58,NA,Abies spectabilis,Coniferous,-999,NA,19.4,-999,NA,NA,Leaf ,0,1
"Southern slope of the Central Himalayas, Nepal__28.18_85.42",NA,"Southern slope of the Central Himalayas, Nepal",Nepal,586,2012,NA,NA,NA,Pokhrel_et_al._2016,28.18,85.42,NA,Castanopsis indica,Decidous,-999,NA,14.3,-999,NA,NA,Leaf ,0,1
"Southern slope of the Central Himalayas, Nepal__28.16_85.34",NA,"Southern slope of the Central Himalayas, Nepal",Nepal,584,2012,NA,NA,NA,Pokhrel_et_al._2016,28.16,85.34,NA,Pinus roxbrughii,Coniferous,-999,NA,5.6,0.7,NA,NA,Needle,0,1
"Southern slope of the Central Himalayas, Nepal__27.68_85.29",NA,"Southern slope of the Central Himalayas, Nepal",Nepal,583,2012,NA,NA,NA,Pokhrel_et_al._2016,27.68,85.29,NA,Pinus roxbrughii,Coniferous,-999,NA,15.8,2.2,NA,NA,Needle,0,1
"Southern slope of the Central Himalayas, Nepal__27.6_85.09",NA,"Southern slope of the Central Himalayas, Nepal",Nepal,585,2012,NA,NA,NA,Pokhrel_et_al._2016,27.6,85.09,NA,Pinus wallichiana,Coniferous,-999,NA,11.3,1.9,NA,NA,Needle,0,1
"Southern slope of the Central Himalayas, Nepal__27.16_84.98",NA,"Southern slope of the Central Himalayas, Nepal",Nepal,582,2012,NA,NA,NA,Pokhrel_et_al._2016,27.16,84.98,NA,Pinus roxbrughii,Coniferous,-999,NA,10.1,1.8,NA,NA,Needle,0,1
Greenland/Denmark_Riget_1_77.3904786_-69.3534704,Avanersuaq,Greenland,Greenland/Denmark,Riget_1,1999,"National Environmental Research Institute, Department of Arctic Environment (NERI DAE)",Frank Riget,ffr@ecos.au.dk,Riget_2000,77.3904786,-69.3534704,NA,Flavocetraria nivalis,Prostrate shrub tundra,-999,Perking Elmer FIMS (CVAAS),64,0.704,"Exact lat,long data were not available and were estimated based on location name. Averages were presented as geometric means. Variability was presented as R.S.E. and was converted to SE.",NA,NA,0,1
Greenland/Denmark_Riget_2_77.3904786_-69.3534704,Avanersuaq,Greenland,Greenland/Denmark,Riget_2,1999,"National Environmental Research Institute, Department of Arctic Environment (NERI DAE)",Frank Riget,ffr@ecos.au.dk,Riget_2000,77.3904786,-69.3534704,Racomitrium moss,Racomitrium lanuginosum,Prostrate shrub tundra,-999,Perking Elmer FIMS (CVAAS),108,1.1448,"Exact lat,long data were not available and were estimated based on location name. Averages were presented as geometric means. Variability was presented as R.S.E. and was converted to SE.",NA,NA,0,1
Greenland/Denmark_Riget_3_64.1791009_-51.7480091,Nuuk,Greenland,Greenland/Denmark,Riget_3,1999,"National Environmental Research Institute, Department of Arctic Environment (NERI DAE)",Frank Riget,ffr@ecos.au.dk,Riget_2000,64.1791009,-51.7480091,NA,Flavocetraria nivalis,Prostrate shrub tundra,-999,Perking Elmer FIMS (CVAAS),39,0.4329,"Exact lat,long data were not available and were estimated based on location name. Averages were presented as geometric means. Variability was presented as R.S.E. and was converted to SE.",NA,NA,0,1
Greenland/Denmark_Riget_4_64.1791009_-51.7480091,Nuuk,Greenland,Greenland/Denmark,Riget_4,1999,"National Environmental Research Institute, Department of Arctic Environment (NERI DAE)",Frank Riget,ffr@ecos.au.dk,Riget_2000,64.1791009,-51.7480091,Racomitrium moss,Racomitrium lanuginosum,Prostrate shrub tundra,-999,Perking Elmer FIMS (CVAAS),99,1.0791,"Exact lat,long data were not available and were estimated based on location name. Averages were presented as geometric means. Variability was presented as R.S.E. and was converted to SE.",NA,NA,0,1
Greenland/Denmark_Riget_5_60.6755406_-46.9042986,Qaqortoq,Greenland,Greenland/Denmark,Riget_5,1999,"National Environmental Research Institute, Department of Arctic Environment (NERI DAE)",Frank Riget,ffr@ecos.au.dk,Riget_2000,60.6755406,-46.9042986,NA,Flavocetraria nivalis,Prostrate shrub tundra,-999,Perking Elmer FIMS (CVAAS),37,0.3959,"Exact lat,long data were not available and were estimated based on location name. Averages were presented as geometric means. Variability was presented as R.S.E. and was converted to SE.",NA,NA,0,1
Greenland/Denmark_Riget_6_60.6755406_-46.9042986,Qaqortoq,Greenland,Greenland/Denmark,Riget_6,1999,"National Environmental Research Institute, Department of Arctic Environment (NERI DAE)",Frank Riget,ffr@ecos.au.dk,Riget_2000,60.6755406,-46.9042986,Racomitrium moss,Racomitrium lanuginosum,Prostrate shrub tundra,-999,Perking Elmer FIMS (CVAAS),100,1.2,"Exact lat,long data were not available and were estimated based on location name. Averages were presented as geometric means. Variability was presented as R.S.E. and was converted to SE.",NA,NA,0,1
Greenland/Denmark_Riget_7_61.7626716_-34.8300453,Tasiilaq,Greenland,Greenland/Denmark,Riget_7,1999,"National Environmental Research Institute, Department of Arctic Environment (NERI DAE)",Frank Riget,ffr@ecos.au.dk,Riget_2000,65.6303,-37.6364,NA,Flavocetraria nivalis,Prostrate shrub tundra,-999,Perking Elmer FIMS (CVAAS),38,0.399,"Exact lat,long data were not available and were estimated based on location name. Averages were presented as geometric means. Variability was presented as R.S.E. and was converted to SE.",NA,NA,0,1
Greenland/Denmark_Riget_8_61.7626716_-34.8300453,Tasiilaq,Greenland,Greenland/Denmark,Riget_8,1999,"National Environmental Research Institute, Department of Arctic Environment (NERI DAE)",Frank Riget,ffr@ecos.au.dk,Riget_2000,65.6303,-37.6364,Racomitrium moss,Racomitrium lanuginosum,Prostrate shrub tundra,-999,Perking Elmer FIMS (CVAAS),107,1.2626,"Exact lat,long data were not available and were estimated based on location name. Averages were presented as geometric means. Variability was presented as R.S.E. and was converted to SE.",NA,NA,0,1
Gulf of Bothnia in northern Sweden__63.78_20.33,NA,Gulf of Bothnia in northern Sweden,Sweden,1466,2008,NA,NA,NA,Rydberg_et_al._2010,63.78,20.33,NA,"Sphagnum subsecundum, S. centrale",wetland,-999,NA,25,7,NA,NA,Moss ,0,1
Gulf of Bothnia in northern Sweden__63.78_20.33,NA,Gulf of Bothnia in northern Sweden,Sweden,1467,2008,NA,NA,NA,Rydberg_et_al._2010,63.78,20.33,NA,"E. vaginatum, C. vulgaris, L. palustre and pine needles",wetland,-999,NA,9.4,-999,NA,NA,Leaf ,0,1
"Bathurs islands, Nunavut, Canada__75.93_-97.9",NA,"Bathurs islands, Nunavut, Canada",Canada,1440,-999,NA,NA,NA,St._Pierre_et_al._2015,75.93,-97.9,NA,"Thamnolia vermicularis, Flavocetraria cucullata and Vulpiceda tilesii",NA,-999,NA,70.8,41.2,NA,NA,Lichen,0,1
"Devon islands, Nunavut, Canada__75.13_-91.93",NA,"Devon islands, Nunavut, Canada",Canada,1441,-999,NA,NA,NA,St._Pierre_et_al._2015,75.13,-91.93,NA,Thamnolia vermicularis,NA,-999,NA,80.6,48.2,NA,NA,Lichen,0,1
Bathurst_vermicularis_75.93_-97.9,T. vermicularis,Bathurst,Canada,vermicularis,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.93,-97.9,lichen,T. vermicularis,lichen,-999,ICP-MS,123,-999,data from SI table S5,LS,NA,0,1
Devon_vermicularis_75.93_-97.9,T. vermicularis,Devon,Canada,vermicularis,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.13,-91.93,lichen,T. vermicularis,lichen,-999,ICP-MS,139,127,NA,LS,NA,0,1
Bathurst_cucullata_75.93_-97.9,F. Cucullata,Bathurst,Canada,cucullata,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.93,-97.9,lichen,F. cucullata,lichen,-999,ICP-MS,53.9,7.72,data from SI table S5,LS,NA,0,1
Devon_cucullata_75.93_-97.9,F. Cucullata,Devon,Canada,cucullata,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.13,-91.93,lichen,F. cucullata,lichen,-999,ICP-MS,52.8,12.5,NA,LS,NA,0,1
Bathurst_tilsesii_75.93_-97.9,V. tilesii,Bathurst,Canada,tilsii,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.93,-97.9,lichen,V. tilesii,lichen,-999,ICP-MS,39.2,4.43,data from SI table S5,LS,NA,0,1
Bathurst_cfandrejevii_75.93_-97.9,C. cf. andrejevii,Bathurst,Canada,C. cf. andrejevii,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.93,-97.9,lichen,C. cf. andrejevii,lichen,-999,ICP-MS,90.1,19,data from SI table S5,LS,NA,0,1
Bathurst_andrejevii_75.93_-97.9,C.  andrejevii,Bathurst,Canada,C. andrejevii,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.93,-97.9,lichen,C. andrejevii,lichen,-999,ICP-MS,186,-999,data from SI table S5,LS,NA,0,1
Devon_andrejevii_75.93_-97.9,C.  andrejevii,Devon,Canada,C. andrejevii,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.13,-91.93,lichen,C. andrejevii,lichen,-999,ICP-MS,79.5,127,NA,LS,NA,0,1
Devon_rufescens_75.93_-97.9,P. rufescens,Devon,Canada,P. rufescens,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.13,-91.93,lichen,P. rufescens,lichen,-999,ICP-MS,66.3,-999,NA,LS,NA,0,1
Devon_islandica_75.93_-97.9,C. islandica,Devon,Canada,C. islandica,7/1/2007,Department_of_biological_Sciences_University_of_alberta,Kyra_StPierre,kyra2@ualberta.ca,St._Pierre_et_al._2015,75.13,-91.93,lichen,C. islandica,lichen,-999,ICP-MS,91,4.26,NA,LS,NA,0,1
"Schirmacher Hills, Antarctica__-70.72_11.8",NA,"Schirmacher Hills, Antarctica",Antarctica,1437,-999,NA,NA,NA,Subhavana_et_al._2018,-70.72,11.8,NA,NA,moss,-999,NA,66,37,NA,NA,Moss ,0,1
Mt. Jinyun__29.79_106.34,NA,Mt. Jinyun,China,111,2014,NA,NA,NA,Sun_et_al._2019,29.79,106.34,NA,Pinus massoniana; Pinus henryi Mast; Cupressus funebris; Quercus variabilis Blume and Castanea seguinii Dode,Coniferous,-999,NA,53.4,2.8,NA,NA,Litterfall,0,1
" Mount Hengduan, Tibet Plateau, China__27.5_99",NA," Mount Hengduan, Tibet Plateau, China",China,755,-999,NA,NA,NA,Tang_et_al._2015,27.5,99,NA,NA,Coniferous,-999,NA,45,-999,NA,NA,Litterfall,0,1
" Mount Hengduan, Tibet Plateau, China__27.5_99",NA," Mount Hengduan, Tibet Plateau, China",China,756,-999,NA,NA,NA,Tang_et_al._2015,27.5,99,NA,NA,Coniferous,-999,NA,9,-999,NA,NA,Leaf ,0,1
" Mount Hengduan, Tibet Plateau, China__27.5_99",NA," Mount Hengduan, Tibet Plateau, China",China,757,-999,NA,NA,NA,Tang_et_al._2015,27.5,99,NA,NA,Coniferous,-999,NA,5,-999,NA,NA,Twigs,0,1
" Mount Hengduan, Tibet Plateau, China__27.5_99",NA," Mount Hengduan, Tibet Plateau, China",China,758,-999,NA,NA,NA,Tang_et_al._2015,27.5,99,NA,NA,Coniferous,-999,NA,15,-999,NA,NA,Root,0,1
